fps,explained_variance,avg_norm_k,loss,norm_grads,entropy,mean_episode_reward,mean_episode_length,avg_norm_g,total_timesteps,loss_policy,norm_grads_policy,loss_f,loss_bc,avg_norm_grads_f,avg_norm_adj,norm_grads_q,avg_norm_k_dot_g,loss_q
,-0.12230134010314941,1.9999921321868896,0.3746753931045532,1.5056265592575073,1.3862861394882202,,,2.1555933952331543,,0.24691304564476013,0.38784870505332947,0.24691304564476013,,2.08331561088562,0.10835464298725128,1.45526921749115,2.158046245574951,0.2832503914833069
